t,target,rpm,throttle,trim,kp,kd,db
0.079,0.0,139.0,0.000,+0.000,0.002,0.03,15
0.183,0.0,142.8,0.000,+0.000,0.002,0.03,15
0.286,0.0,136.9,0.000,+0.000,0.002,0.03,15
0.390,0.0,105.5,0.000,+0.000,0.002,0.03,15
0.493,0.0,105.5,0.000,+0.000,0.002,0.03,15
0.599,0.0,105.5,0.000,+0.000,0.002,0.03,15
0.702,0.0,0.0,0.000,+0.000,0.002,0.03,15
0.806,0.0,0.0,0.000,+0.000,0.002,0.03,15
0.909,0.0,0.0,0.000,+0.000,0.002,0.03,15
1.013,0.0,0.0,0.000,+0.000,0.002,0.03,15
1.116,0.0,0.0,0.000,+0.000,0.002,0.03,15
1.219,0.0,0.0,0.000,+0.000,0.002,0.03,15
1.321,0.0,0.0,0.000,+0.000,0.002,0.03,15
1.426,0.0,0.0,0.000,+0.000,0.002,0.03,15
1.528,0.0,0.0,0.000,+0.000,0.002,0.03,15
1.635,0.0,0.0,0.000,+0.000,0.002,0.03,15
1.737,0.0,0.0,0.000,+0.000,0.002,0.03,15
1.842,0.0,0.0,0.000,+0.000,0.002,0.03,15
1.944,0.0,0.0,0.000,+0.000,0.002,0.03,15
2.049,0.0,0.0,0.000,+0.000,0.002,0.03,15
2.151,0.0,0.0,0.000,+0.000,0.002,0.03,15
2.254,0.0,0.0,0.000,+0.000,0.002,0.03,15
2.356,0.0,0.0,0.000,+0.000,0.002,0.03,15
2.460,0.0,0.0,0.000,+0.000,0.002,0.03,15
2.563,0.0,0.0,0.000,+0.000,0.002,0.03,15
2.669,0.0,0.0,0.000,+0.000,0.002,0.03,15
2.770,0.0,0.0,0.000,+0.000,0.002,0.03,15
2.874,0.0,0.0,0.000,+0.000,0.002,0.03,15
2.975,0.0,0.0,0.000,+0.000,0.002,0.03,15
3.077,0.0,0.0,0.000,+0.000,0.002,0.03,15
3.180,0.0,0.0,0.000,+0.000,0.002,0.03,15
3.284,0.0,0.0,0.000,+0.000,0.002,0.03,15
3.387,0.0,0.0,0.000,+0.000,0.002,0.03,15
3.491,0.0,0.0,0.000,+0.000,0.002,0.03,15
3.591,0.0,0.0,0.000,+0.000,0.002,0.03,15
3.696,0.0,0.0,0.000,+0.000,0.002,0.03,15
3.797,0.0,0.0,0.000,+0.000,0.002,0.03,15
3.901,0.0,0.0,0.000,+0.000,0.002,0.03,15
4.003,0.0,0.0,0.000,+0.000,0.002,0.03,15
4.108,0.0,0.0,0.000,+0.000,0.002,0.03,15
4.210,0.0,0.0,0.000,+0.000,0.002,0.03,15
4.317,0.0,0.0,0.000,+0.000,0.002,0.03,15
4.419,0.0,0.0,0.000,+0.000,0.002,0.03,15
4.524,0.0,0.0,0.000,+0.000,0.002,0.03,15
4.626,0.0,0.0,0.000,+0.000,0.002,0.03,15
4.730,1000.0,0.0,8.281,+0.800,0.002,0.03,15
4.835,1000.0,10.9,9.081,+1.600,0.002,0.03,15
4.939,1000.0,14.7,9.246,+2.400,0.002,0.03,15
5.045,1000.0,508.9,9.081,+1.600,0.002,0.03,15
5.150,1000.0,731.7,8.281,+0.800,0.002,0.03,15
5.250,1000.0,870.4,7.481,+0.000,0.002,0.03,15
5.355,1000.0,963.6,6.681,-0.800,0.002,0.03,15
5.457,1000.0,1007.3,5.881,-1.600,0.002,0.03,15
5.564,1000.0,1020.0,5.240,-2.241,0.002,0.03,15
5.666,1000.0,1008.9,5.841,-1.640,0.002,0.03,15
5.771,1000.0,950.9,6.641,-0.840,0.002,0.03,15
5.873,1000.0,1014.3,5.841,-1.640,0.002,0.03,15
5.978,1000.0,1023.2,5.099,-2.382,0.002,0.03,15
6.080,1000.0,1013.2,5.795,-1.686,0.002,0.03,15
6.185,1000.0,1003.5,5.795,-1.686,0.002,0.03,15
6.288,1000.0,1004.7,5.795,-1.686,0.002,0.03,15
6.390,1000.0,1003.0,5.795,-1.686,0.002,0.03,15
6.492,1000.0,1000.2,5.795,-1.686,0.002,0.03,15
6.599,1000.0,1001.2,5.795,-1.686,0.002,0.03,15
6.702,1000.0,996.8,5.795,-1.686,0.002,0.03,15
6.804,1000.0,1001.8,5.795,-1.686,0.002,0.03,15
6.906,1000.0,943.5,6.595,-0.886,0.002,0.03,15
7.013,1000.0,957.2,6.271,-1.210,0.002,0.03,15
7.116,1000.0,1023.9,5.471,-2.010,0.002,0.03,15
7.218,1000.0,1026.5,5.341,-2.141,0.002,0.03,15
7.323,1000.0,958.5,6.141,-1.341,0.002,0.03,15
7.427,1000.0,1007.0,5.341,-2.141,0.002,0.03,15
7.530,1000.0,1002.7,5.341,-2.141,0.002,0.03,15
7.634,1000.0,989.2,5.341,-2.141,0.002,0.03,15
7.737,1000.0,984.0,5.853,-1.628,0.002,0.03,15
7.839,1000.0,977.2,6.101,-1.380,0.002,0.03,15
7.943,1000.0,933.7,6.901,-0.580,0.002,0.03,15
8.050,1000.0,1007.4,6.101,-1.380,0.002,0.03,15
8.152,1000.0,1028.5,5.301,-2.180,0.002,0.03,15
8.257,1000.0,1022.0,5.451,-2.030,0.002,0.03,15
8.361,1000.0,953.1,6.251,-1.230,0.002,0.03,15
8.466,1000.0,1012.4,5.451,-2.030,0.002,0.03,15
8.568,1000.0,1008.8,5.451,-2.030,0.002,0.03,15
8.675,1000.0,1003.6,5.451,-2.030,0.002,0.03,15
8.777,1000.0,992.1,5.451,-2.030,0.002,0.03,15
8.884,1000.0,937.1,6.251,-1.230,0.002,0.03,15
8.986,1000.0,987.8,5.451,-2.030,0.002,0.03,15
9.093,1000.0,988.9,5.451,-2.030,0.002,0.03,15
9.195,1000.0,935.2,6.251,-1.230,0.002,0.03,15
9.300,1000.0,984.6,5.451,-2.030,0.002,0.03,15
9.402,1000.0,991.3,4.989,-2.492,0.002,0.03,15
9.507,1000.0,975.5,5.771,-1.710,0.002,0.03,15
9.609,1000.0,972.5,5.918,-1.564,0.002,0.03,15
9.714,1000.0,974.8,5.898,-1.583,0.002,0.03,15
9.816,1000.0,931.1,6.698,-0.783,0.002,0.03,15
9.920,1000.0,999.9,5.898,-1.583,0.002,0.03,15
10.025,1000.0,1008.8,5.898,-1.583,0.002,0.03,15
10.130,1000.0,962.5,6.698,-0.783,0.002,0.03,15
10.230,1000.0,1020.1,5.898,-1.583,0.002,0.03,15
10.335,1000.0,1036.2,5.343,-2.138,0.002,0.03,15
10.437,1000.0,1020.9,5.761,-1.720,0.002,0.03,15
10.544,1000.0,964.6,6.561,-0.920,0.002,0.03,15
10.648,1000.0,1023.6,5.761,-1.720,0.002,0.03,15
10.753,1000.0,1032.6,5.424,-2.058,0.002,0.03,15
10.855,1000.0,1025.2,5.597,-1.884,0.002,0.03,15
10.958,1000.0,959.9,6.397,-1.084,0.002,0.03,15
11.062,1000.0,1019.3,5.597,-1.884,0.002,0.03,15
11.165,1000.0,1019.8,5.542,-1.939,0.002,0.03,15
11.267,1000.0,1019.6,5.510,-1.971,0.002,0.03,15
11.372,1000.0,1008.6,6.097,-1.384,0.002,0.03,15
11.474,1000.0,954.7,6.897,-0.584,0.002,0.03,15
11.579,1000.0,1024.6,6.097,-1.384,0.002,0.03,15
11.681,1000.0,1042.1,5.489,-1.992,0.002,0.03,15
11.786,1000.0,1038.5,5.520,-1.961,0.002,0.03,15
11.888,1000.0,1023.5,5.923,-1.558,0.002,0.03,15
11.993,1000.0,1022.8,5.898,-1.583,0.002,0.03,15
12.093,1000.0,1018.5,5.989,-1.492,0.002,0.03,15
12.196,1000.0,1023.0,5.809,-1.672,0.002,0.03,15
12.300,1000.0,969.0,6.609,-0.872,0.002,0.03,15
12.407,1000.0,1030.8,5.809,-1.672,0.002,0.03,15
12.509,1000.0,985.6,6.609,-0.872,0.002,0.03,15
12.614,1000.0,1044.3,5.809,-1.672,0.002,0.03,15
12.714,1000.0,1049.9,5.541,-1.940,0.002,0.03,15
12.821,1000.0,1040.4,5.746,-1.736,0.002,0.03,15
12.923,1000.0,1034.7,5.848,-1.633,0.002,0.03,15
13.028,1000.0,1028.7,5.969,-1.512,0.002,0.03,15
13.130,1000.0,1032.9,5.778,-1.703,0.002,0.03,15
13.233,1000.0,1028.7,5.845,-1.636,0.002,0.03,15
13.334,1000.0,976.6,6.645,-0.836,0.002,0.03,15
13.438,1000.0,984.3,6.446,-1.035,0.002,0.03,15
13.541,1000.0,1004.1,5.975,-1.506,0.002,0.03,15
13.645,1000.0,1063.5,5.175,-2.306,0.002,0.03,15
13.748,2000.0,1043.3,8.916,-1.506,0.002,0.03,15
13.853,2000.0,1020.4,9.716,-0.706,0.002,0.03,15
13.955,2000.0,1169.9,8.916,-1.506,0.002,0.03,15
14.060,2000.0,1189.1,9.716,-0.706,0.002,0.03,15
14.164,2000.0,1324.7,8.916,-1.506,0.002,0.03,15
14.271,2000.0,1375.9,8.628,-1.794,0.002,0.03,15
14.373,2000.0,1415.9,8.597,-1.825,0.002,0.03,15
14.478,2000.0,1433.3,9.206,-1.216,0.002,0.03,15
14.580,2000.0,1462.0,9.424,-0.998,0.002,0.03,15
14.683,2000.0,1422.1,10.224,-0.198,0.002,0.03,15
14.785,2000.0,1534.6,9.424,-0.998,0.002,0.03,15
14.888,2000.0,1578.5,8.951,-1.472,0.002,0.03,15
14.988,2000.0,1517.5,9.751,-0.672,0.002,0.03,15
15.093,2000.0,1607.3,8.951,-1.472,0.002,0.03,15
15.196,2000.0,1622.9,9.238,-1.185,0.002,0.03,15
15.300,2000.0,1629.4,9.782,-0.640,0.002,0.03,15
15.405,2000.0,1652.4,9.787,-0.636,0.002,0.03,15
15.510,2000.0,1669.7,9.929,-0.493,0.002,0.03,15
15.612,2000.0,1694.6,9.793,-0.630,0.002,0.03,15
15.717,2000.0,1625.3,10.593,+0.170,0.002,0.03,15
15.819,2000.0,1643.0,10.774,+0.352,0.002,0.03,15
15.924,2000.0,1768.2,9.974,-0.448,0.002,0.03,15
16.026,2000.0,1797.2,9.511,-0.911,0.002,0.03,15
16.130,2000.0,1704.2,10.311,-0.111,0.002,0.03,15
16.235,2000.0,1807.2,9.511,-0.911,0.002,0.03,15
16.339,2000.0,1713.5,10.311,-0.111,0.002,0.03,15
16.442,2000.0,1719.2,10.702,+0.280,0.002,0.03,15
16.548,2000.0,1839.9,9.902,-0.520,0.002,0.03,15
16.651,2000.0,1748.7,10.702,+0.280,0.002,0.03,15
16.755,2000.0,1762.6,10.762,+0.339,0.002,0.03,15
16.860,2000.0,1870.9,9.962,-0.461,0.002,0.03,15
16.964,2000.0,1870.4,10.236,-0.186,0.002,0.03,15
17.067,2000.0,1876.7,10.294,-0.128,0.002,0.03,15
17.173,2000.0,1881.1,10.401,-0.022,0.002,0.03,15
17.273,2000.0,1887.0,10.449,+0.026,0.002,0.03,15
17.378,2000.0,1896.5,10.372,-0.051,0.002,0.03,15
17.483,2000.0,1894.0,10.657,+0.235,0.002,0.03,15
17.587,2000.0,1897.3,10.764,+0.342,0.002,0.03,15
17.690,2000.0,1917.9,10.309,-0.113,0.002,0.03,15
17.794,2000.0,1921.8,10.349,-0.073,0.002,0.03,15
17.897,2000.0,1922.2,10.492,+0.070,0.002,0.03,15
18.001,2000.0,1927.8,10.470,+0.047,0.002,0.03,15
18.108,2000.0,1820.1,11.270,+0.847,0.002,0.03,15
18.212,2000.0,1935.8,10.470,+0.047,0.002,0.03,15
18.319,2000.0,1943.4,10.354,-0.068,0.002,0.03,15
18.423,2000.0,1945.9,10.388,-0.035,0.002,0.03,15
18.526,2000.0,1943.4,10.576,+0.153,0.002,0.03,15
18.630,2000.0,1943.3,10.693,+0.271,0.002,0.03,15
18.733,2000.0,1947.2,10.683,+0.260,0.002,0.03,15
18.835,2000.0,1949.5,10.715,+0.292,0.002,0.03,15
18.938,2000.0,1949.2,10.823,+0.401,0.002,0.03,15
19.045,2000.0,1959.4,10.601,+0.178,0.002,0.03,15
19.147,2000.0,1962.6,10.577,+0.155,0.002,0.03,15
19.250,2000.0,1965.8,10.552,+0.130,0.002,0.03,15
19.356,2000.0,1862.0,11.352,+0.930,0.002,0.03,15
19.463,2000.0,1978.0,10.552,+0.130,0.002,0.03,15
19.565,2000.0,1981.5,10.486,+0.063,0.002,0.03,15
19.670,2000.0,1971.8,10.831,+0.409,0.002,0.03,15
19.772,2000.0,1977.4,10.710,+0.287,0.002,0.03,15
19.877,2000.0,1984.0,10.542,+0.120,0.002,0.03,15
19.979,2000.0,1873.3,11.342,+0.920,0.002,0.03,15
20.082,2000.0,1990.9,10.542,+0.120,0.002,0.03,15
20.184,2000.0,1993.6,10.542,+0.120,0.002,0.03,15
20.287,2000.0,1987.7,10.542,+0.120,0.002,0.03,15
20.389,2000.0,1978.4,11.233,+0.811,0.002,0.03,15
20.494,2000.0,1987.9,10.586,+0.163,0.002,0.03,15
20.596,2000.0,1892.1,11.386,+0.963,0.002,0.03,15
20.701,2000.0,2003.2,10.586,+0.163,0.002,0.03,15
20.803,2000.0,2011.3,10.586,+0.163,0.002,0.03,15
20.908,2000.0,1903.2,11.386,+0.963,0.002,0.03,15
21.008,2000.0,1906.8,11.465,+1.043,0.002,0.03,15
21.112,2000.0,2030.6,10.665,+0.243,0.002,0.03,15
21.215,2000.0,2026.7,10.730,+0.308,0.002,0.03,15
21.321,2000.0,2017.4,10.974,+0.552,0.002,0.03,15
21.426,2000.0,1918.5,11.774,+1.352,0.002,0.03,15
21.532,2000.0,2046.0,10.974,+0.552,0.002,0.03,15
21.635,2000.0,2057.1,10.528,+0.106,0.002,0.03,15
21.739,2000.0,2048.6,10.685,+0.262,0.002,0.03,15
21.842,2000.0,2041.6,10.813,+0.390,0.002,0.03,15
21.944,2000.0,2038.5,10.827,+0.404,0.002,0.03,15
22.051,2000.0,2030.2,11.016,+0.594,0.002,0.03,15
22.155,2000.0,1920.3,11.816,+1.394,0.002,0.03,15
22.258,2000.0,1934.7,11.515,+1.093,0.002,0.03,15
22.364,2000.0,2066.9,10.715,+0.293,0.002,0.03,15
22.469,2000.0,2068.3,10.538,+0.116,0.002,0.03,15
22.571,2000.0,1948.0,11.338,+0.916,0.002,0.03,15
22.676,2000.0,1948.4,11.431,+1.008,0.002,0.03,15
22.780,2000.0,2070.8,10.631,+0.208,0.002,0.03,15
22.880,2000.0,2071.0,10.484,+0.062,0.002,0.03,15
22.985,2000.0,2054.8,10.859,+0.436,0.002,0.03,15
23.089,2000.0,2042.2,11.154,+0.732,0.002,0.03,15
23.194,2000.0,1932.4,11.954,+1.532,0.002,0.03,15
23.298,2000.0,2056.8,11.154,+0.732,0.002,0.03,15
23.403,2000.0,1962.8,11.954,+1.532,0.002,0.03,15
23.507,2000.0,2092.5,11.154,+0.732,0.002,0.03,15
23.612,2000.0,2104.9,10.573,+0.151,0.002,0.03,15
23.712,2000.0,1980.4,11.373,+0.951,0.002,0.03,15
23.817,2000.0,2086.8,10.573,+0.151,0.002,0.03,15
23.919,2000.0,1969.5,11.373,+0.951,0.002,0.03,15
24.022,2000.0,2074.9,10.573,+0.151,0.002,0.03,15
24.124,2000.0,1962.3,11.373,+0.951,0.002,0.03,15
24.230,2000.0,2064.8,10.573,+0.151,0.002,0.03,15
24.333,2000.0,1951.5,11.373,+0.951,0.002,0.03,15
24.437,2000.0,1952.6,11.434,+1.011,0.002,0.03,15
24.540,2000.0,2072.5,10.634,+0.211,0.002,0.03,15
24.644,2000.0,2070.6,10.550,+0.127,0.002,0.03,15
24.747,2000.0,2057.8,10.818,+0.395,0.002,0.03,15
24.851,2000.0,1945.2,11.618,+1.195,0.002,0.03,15
24.956,2000.0,2059.9,10.818,+0.395,0.002,0.03,15
25.058,2000.0,2069.5,10.393,-0.029,0.002,0.03,15
25.161,2000.0,2053.6,10.762,+0.340,0.002,0.03,15
25.263,2000.0,2040.2,11.083,+0.661,0.002,0.03,15
25.366,2000.0,1929.1,11.883,+1.461,0.002,0.03,15
25.468,2000.0,2060.1,11.083,+0.661,0.002,0.03,15
25.570,2000.0,2071.4,10.602,+0.180,0.002,0.03,15
25.672,2000.0,1954.7,11.402,+0.980,0.002,0.03,15
25.774,2000.0,2063.3,10.602,+0.180,0.002,0.03,15
25.877,2000.0,2065.3,10.410,-0.012,0.002,0.03,15
25.980,2000.0,2051.8,10.711,+0.289,0.002,0.03,15
26.086,2000.0,2042.5,10.906,+0.484,0.002,0.03,15
26.191,2000.0,1930.3,11.706,+1.284,0.002,0.03,15
26.295,2000.0,2044.0,10.906,+0.484,0.002,0.03,15
26.402,2000.0,2047.3,10.711,+0.289,0.002,0.03,15
26.508,2000.0,2044.9,10.694,+0.272,0.002,0.03,15
26.611,2000.0,2040.1,10.757,+0.335,0.002,0.03,15
26.715,2000.0,2032.8,10.911,+0.489,0.002,0.03,15
26.818,2000.0,2034.1,10.805,+0.383,0.002,0.03,15
26.922,2000.0,1928.5,11.605,+1.183,0.002,0.03,15
27.024,2000.0,1938.8,11.419,+0.996,0.002,0.03,15
27.131,2000.0,2068.8,10.619,+0.196,0.002,0.03,15
27.235,2000.0,2057.1,10.855,+0.432,0.002,0.03,15
27.338,2000.0,2047.8,11.039,+0.617,0.002,0.03,15
27.440,2000.0,2049.2,10.898,+0.476,0.002,0.03,15
27.547,2000.0,2051.9,10.713,+0.291,0.002,0.03,15
27.651,2000.0,1936.6,11.513,+1.091,0.002,0.03,15
27.756,2000.0,2053.7,10.713,+0.291,0.002,0.03,15
27.856,2000.0,2054.1,10.593,+0.170,0.002,0.03,15
27.958,2000.0,2049.8,10.622,+0.199,0.002,0.03,15
28.061,2000.0,1935.7,11.422,+0.999,0.002,0.03,15
28.165,2000.0,2038.4,10.622,+0.199,0.002,0.03,15
28.268,2000.0,2037.7,10.568,+0.145,0.002,0.03,15
28.372,2000.0,2028.2,10.796,+0.373,0.002,0.03,15
28.479,2000.0,2029.0,10.716,+0.293,0.002,0.03,15
28.583,2000.0,1922.2,11.516,+1.093,0.002,0.03,15
28.686,2000.0,1931.8,11.365,+0.943,0.002,0.03,15
28.790,2000.0,2056.4,10.565,+0.143,0.002,0.03,15
28.893,2000.0,1945.1,11.365,+0.943,0.002,0.03,15
28.997,2000.0,2059.2,10.565,+0.143,0.002,0.03,15
29.099,2000.0,2055.3,10.569,+0.147,0.002,0.03,15
29.206,2000.0,2040.1,10.946,+0.524,0.002,0.03,15
29.310,2000.0,1925.8,11.746,+1.324,0.002,0.03,15
29.415,2000.0,2047.9,10.946,+0.524,0.002,0.03,15
29.519,2000.0,2060.9,10.434,+0.011,0.002,0.03,15
29.626,2000.0,2052.7,10.576,+0.153,0.002,0.03,15
29.726,2000.0,2041.0,10.844,+0.422,0.002,0.03,15
29.833,2000.0,1928.2,11.644,+1.222,0.002,0.03,15
29.937,2000.0,2044.0,10.844,+0.422,0.002,0.03,15
30.042,2000.0,2051.4,10.521,+0.098,0.002,0.03,15
30.146,2000.0,1939.9,11.321,+0.898,0.002,0.03,15
30.249,2000.0,2039.8,10.521,+0.098,0.002,0.03,15
30.349,2000.0,2038.9,10.470,+0.048,0.002,0.03,15
30.454,2000.0,2030.1,10.673,+0.251,0.002,0.03,15
30.556,2000.0,2023.9,10.814,+0.391,0.002,0.03,15
30.661,2000.0,2022.7,10.802,+0.379,0.002,0.03,15
30.763,2000.0,2020.8,10.817,+0.395,0.002,0.03,15
30.870,2000.0,2022.4,10.726,+0.304,0.002,0.03,15
30.970,2000.0,2020.4,10.744,+0.322,0.002,0.03,15
31.077,2000.0,2009.6,11.357,+0.935,0.002,0.03,15
31.179,2000.0,2013.8,11.357,+0.935,0.002,0.03,15
31.284,2000.0,1923.0,12.157,+1.735,0.002,0.03,15
31.386,2000.0,2066.1,11.357,+0.935,0.002,0.03,15
31.491,2000.0,2086.7,10.563,+0.140,0.002,0.03,15
31.593,2000.0,2080.9,10.578,+0.155,0.002,0.03,15
31.698,2000.0,2065.0,10.923,+0.501,0.002,0.03,15
31.802,2000.0,1948.8,11.723,+1.301,0.002,0.03,15
31.905,2000.0,2069.2,10.923,+0.501,0.002,0.03,15
32.007,2000.0,1960.0,11.723,+1.301,0.002,0.03,15
32.114,2000.0,2080.4,10.923,+0.501,0.002,0.03,15
32.218,2000.0,1970.1,11.723,+1.301,0.002,0.03,15
32.322,2000.0,2089.5,10.923,+0.501,0.002,0.03,15
32.425,2000.0,1978.1,11.723,+1.301,0.002,0.03,15
32.529,2000.0,2100.6,10.923,+0.501,0.002,0.03,15
32.634,2000.0,1992.8,11.723,+1.301,0.002,0.03,15
32.738,2000.0,2106.9,10.923,+0.501,0.002,0.03,15
32.841,2000.0,2106.9,10.707,+0.285,0.002,0.03,15
32.947,2000.0,2091.1,11.000,+0.578,0.002,0.03,15
33.050,2000.0,1980.5,11.800,+1.378,0.002,0.03,15
33.154,2000.0,2094.5,11.000,+0.578,0.002,0.03,15
33.259,2000.0,2097.5,10.715,+0.293,0.002,0.03,15
33.365,2000.0,2081.9,11.020,+0.597,0.002,0.03,15
33.465,2000.0,2067.5,11.316,+0.893,0.002,0.03,15
33.570,2000.0,2067.9,11.170,+0.747,0.002,0.03,15
33.674,2000.0,1967.6,11.970,+1.547,0.002,0.03,15
33.779,2000.0,2092.9,11.170,+0.747,0.002,0.03,15
33.883,2000.0,2104.7,10.609,+0.186,0.002,0.03,15
33.986,2000.0,2094.4,10.727,+0.305,0.002,0.03,15
34.088,2000.0,2081.3,10.957,+0.534,0.002,0.03,15
34.193,2000.0,2076.9,10.938,+0.515,0.002,0.03,15
34.297,2000.0,2073.0,10.906,+0.484,0.002,0.03,15
34.402,2000.0,2066.1,10.981,+0.559,0.002,0.03,15
34.504,2000.0,1953.0,11.781,+1.359,0.002,0.03,15
34.608,2000.0,1966.3,11.451,+1.028,0.002,0.03,15
34.711,2000.0,2081.7,10.651,+0.228,0.002,0.03,15
34.815,2000.0,1972.1,11.451,+1.028,0.002,0.03,15
34.918,2000.0,2080.2,10.651,+0.228,0.002,0.03,15
35.025,2000.0,2076.8,10.599,+0.177,0.002,0.03,15
35.131,2000.0,2063.7,10.863,+0.441,0.002,0.03,15
35.236,2000.0,2058.1,10.916,+0.494,0.002,0.03,15
35.340,2000.0,1951.9,11.716,+1.294,0.002,0.03,15
35.445,2000.0,1960.9,11.525,+1.103,0.002,0.03,15
35.547,2000.0,2082.8,10.725,+0.303,0.002,0.03,15
35.652,2000.0,2076.8,10.751,+0.329,0.002,0.03,15
35.754,2000.0,2063.1,11.037,+0.614,0.002,0.03,15
35.861,2000.0,2057.3,11.098,+0.676,0.002,0.03,15
35.963,2000.0,2059.8,10.901,+0.478,0.002,0.03,15
36.068,2000.0,2060.1,10.772,+0.349,0.002,0.03,15
36.170,2000.0,2055.6,10.798,+0.375,0.002,0.03,15
36.277,2000.0,1948.2,11.598,+1.175,0.002,0.03,15
36.379,2000.0,2060.6,10.798,+0.375,0.002,0.03,15
36.484,2000.0,2069.3,10.398,-0.025,0.002,0.03,15
36.588,2000.0,2055.7,10.693,+0.271,0.002,0.03,15
36.693,2000.0,1942.4,11.493,+1.071,0.002,0.03,15
36.795,2000.0,1941.3,11.645,+1.223,0.002,0.03,15
36.900,2000.0,1953.3,11.379,+0.957,0.002,0.03,15
37.000,2000.0,1964.5,11.114,+0.692,0.002,0.03,15
37.105,2000.0,2081.3,10.314,-0.108,0.002,0.03,15
37.209,2000.0,2070.8,10.488,+0.066,0.002,0.03,15
37.314,2000.0,2053.2,10.909,+0.487,0.002,0.03,15
37.416,2000.0,2043.5,11.114,+0.691,0.002,0.03,15
37.520,2000.0,2046.4,10.934,+0.512,0.002,0.03,15
37.621,2000.0,2046.5,10.839,+0.416,0.002,0.03,15
37.725,2000.0,2041.0,10.923,+0.501,0.002,0.03,15
37.826,2000.0,1929.9,11.723,+1.301,0.002,0.03,15
37.932,2000.0,2050.0,10.923,+0.501,0.002,0.03,15
38.035,2000.0,2059.4,10.524,+0.102,0.002,0.03,15
38.137,2000.0,2054.2,10.570,+0.147,0.002,0.03,15
38.240,2000.0,2046.9,10.697,+0.275,0.002,0.03,15
38.342,2000.0,2042.5,10.742,+0.319,0.002,0.03,15
38.445,2000.0,2041.6,10.687,+0.264,0.002,0.03,15
38.547,2000.0,2037.3,10.741,+0.319,0.002,0.03,15
38.649,2000.0,2025.9,11.030,+0.608,0.002,0.03,15
38.754,2000.0,1921.0,11.830,+1.408,0.002,0.03,15
38.856,2000.0,2046.1,11.030,+0.608,0.002,0.03,15
38.961,2000.0,2059.3,10.518,+0.096,0.002,0.03,15
39.063,2000.0,2053.8,10.574,+0.152,0.002,0.03,15
39.168,2000.0,2045.3,10.738,+0.316,0.002,0.03,15
39.268,2000.0,1936.1,11.538,+1.116,0.002,0.03,15
39.375,2000.0,1942.1,11.475,+1.053,0.002,0.03,15
39.477,2000.0,2068.4,10.675,+0.253,0.002,0.03,15
39.580,2000.0,1952.5,11.475,+1.053,0.002,0.03,15
39.682,2000.0,2063.4,10.675,+0.253,0.002,0.03,15
39.787,2000.0,2062.7,10.569,+0.147,0.002,0.03,15
39.889,2000.0,2056.5,10.643,+0.220,0.002,0.03,15
39.996,2000.0,2044.6,10.909,+0.487,0.002,0.03,15
40.098,2000.0,2043.6,10.852,+0.430,0.002,0.03,15
40.203,2000.0,1935.0,11.652,+1.230,0.002,0.03,15
40.305,2000.0,2056.1,10.852,+0.430,0.002,0.03,15
40.412,2000.0,2064.9,10.459,+0.037,0.002,0.03,15
40.512,2000.0,2055.7,10.624,+0.202,0.002,0.03,15
40.617,2000.0,2038.5,11.061,+0.639,0.002,0.03,15
40.718,2000.0,1933.1,11.861,+1.439,0.002,0.03,15
40.822,2000.0,2054.4,11.061,+0.639,0.002,0.03,15
40.925,2000.0,2070.5,10.438,+0.016,0.002,0.03,15
41.031,2000.0,1958.9,11.238,+0.816,0.002,0.03,15
41.136,2000.0,2060.1,10.438,+0.016,0.002,0.03,15
41.241,2000.0,2055.6,10.461,+0.039,0.002,0.03,15
41.345,2000.0,2046.3,10.648,+0.226,0.002,0.03,15
41.448,2000.0,2037.4,10.839,+0.416,0.002,0.03,15
41.548,2000.0,1918.8,11.639,+1.216,0.002,0.03,15
41.653,2000.0,2040.1,10.839,+0.416,0.002,0.02,15
41.755,2000.0,2039.8,10.767,+0.344,0.002,0.02,15
41.860,2000.0,2038.2,10.721,+0.298,0.002,0.02,15
41.964,2000.0,2036.6,10.680,+0.257,0.002,0.02,15
42.071,2000.0,2034.8,10.647,+0.225,0.002,0.02,15
42.174,2000.0,2032.2,10.634,+0.211,0.002,0.02,15
42.278,2000.0,1927.8,11.434,+1.011,0.002,0.02,15
42.379,2000.0,2039.8,10.634,+0.211,0.002,0.02,15
42.483,2000.0,2045.0,10.439,+0.016,0.002,0.02,15
42.583,2000.0,2028.5,10.712,+0.290,0.002,0.02,15
42.688,2000.0,2021.3,10.813,+0.391,0.002,0.02,15
42.791,2000.0,2024.7,10.696,+0.273,0.002,0.02,15
42.893,2000.0,1919.0,11.496,+1.073,0.002,0.02,15
42.993,2000.0,2033.0,10.696,+0.273,0.002,0.02,15
43.100,2000.0,2038.1,10.517,+0.095,0.002,0.02,15
43.203,2000.0,2035.4,10.499,+0.076,0.002,0.02,15
43.307,2000.0,2027.8,10.596,+0.174,0.002,0.02,15
43.409,2000.0,1907.7,11.396,+0.974,0.002,0.02,15
43.516,2000.0,1917.9,11.356,+0.934,0.002,0.02,15
43.618,2000.0,1931.0,11.231,+0.809,0.002,0.02,15
43.723,2000.0,1945.0,11.063,+0.640,0.002,0.02,15
43.825,2000.0,2064.4,10.263,-0.160,0.002,0.02,15
43.930,2000.0,2052.7,10.392,-0.030,0.002,0.02,15
44.032,2000.0,2036.3,10.648,+0.226,0.002,0.02,15
44.139,2000.0,2030.0,10.714,+0.291,0.002,0.02,15
44.241,2000.0,2025.6,10.751,+0.329,0.002,0.02,15
